OpportunityId,PricebookEntryId,Quantity,TotalPrice
Opportunity for Ingram919,50,594,23760
Opportunity for White1920,60,848,42400
Opportunity for Palmer380,450,1596,359100
Opportunity for Rios179,450,535,120375
Opportunity for Jennings777,50,62,2480
Opportunity for Saunders647,1000,931,791350
Opportunity for Brady754,50,1777,71080
Opportunity for Williams1519,300,246,49200
Opportunity for Nichols1204,2000,1356,2169600
Opportunity for Tucker470,1000,157,133450
Opportunity for Castillo325,1000,155,131750
Opportunity for Harvey554,550,338,169000
Opportunity for Clayton1676,500,83,41500
Opportunity for Porter1185,1400,402,502500
Opportunity for Carpenter951,2000,1452,2323200
Opportunity for Washington163,60,428,21400
Opportunity for Bishop1691,60,686,34300
Opportunity for Fuller347,100,1658,149220
Opportunity for Stokes893,50,288,11520
Opportunity for King1600,1400,218,272500
Opportunity for Cunningham175,1600,1772,2480800
Opportunity for Figueroa1077,100,1625,146250
Opportunity for Wong939,550,534,267000
Opportunity for Little678,2000,837,1339200
Opportunity for Flowers1427,1600,865,1211000
Opportunity for Sanders1821,150,1632,195840
Opportunity for Pearson1986,150,182,21840
Opportunity for Nelson1089,60,447,22350
Opportunity for Fisher44,300,1509,301800
Opportunity for Tyler137,100,1068,96120
Opportunity for Palmer1272,1200,1231,1354100
Opportunity for Mitchell1028,550,151,75500
Opportunity for Wood1269,550,1422,711000
Opportunity for Lynch352,1200,495,544500
Opportunity for Fisher1025,2000,1936,3097600
Opportunity for Bennett135,40,164,5740
Opportunity for Singleton576,450,548,123300
Opportunity for Murray61,40,1763,61705
Opportunity for Powell769,40,38,1330
Opportunity for Blake271,600,1446,578400
Opportunity for Kelley486,60,719,35950
Opportunity for Chavez1656,100,961,86490
Opportunity for Grant1291,150,1546,185520
Opportunity for Bryan1641,50,1448,57920
Opportunity for Alvarez35,600,666,266400
Opportunity for Phillips16,100,342,30780
Opportunity for Young1227,600,343,137200
Opportunity for Pope310,1600,1807,2529800
Opportunity for Price31,600,1997,798800
Opportunity for Clarke523,300,234,46800
Opportunity for McKinney1548,40,905,31675
Opportunity for Boyd1179,1200,890,979000
Opportunity for Jacobs1464,650,1942,971000
Opportunity for Ryan1277,100,530,47700
Opportunity for Colon1295,2000,417,667200
Opportunity for Brock631,2000,1107,1771200
Opportunity for Glover1542,450,1065,239625
Opportunity for Bush282,40,1195,41825
Opportunity for Gross1521,1000,315,267750
Opportunity for French955,40,310,10850
Opportunity for McCoy136,100,1521,136890
Opportunity for Mullins1559,50,1281,51240
Opportunity for Ingram919,800,396,237600
Opportunity for Webb1703,1000,276,234600
Opportunity for Price1866,500,613,306500
Opportunity for Nichols1511,1000,1546,1314100
Opportunity for Gross818,100,96,8640
Opportunity for Lamb346,800,1605,963000
Opportunity for Ortega1253,2000,1316,2105600
Opportunity for Francis298,800,365,219000
Opportunity for Barker446,300,1900,380000
Opportunity for Garcia128,500,372,186000
Opportunity for Marsh1164,1000,1841,1564850
Opportunity for White1920,550,1031,515500
Opportunity for Kelley1593,100,1669,150210
Opportunity for Padilla1270,1000,1000,850000
Opportunity for Rodriguez1541,300,1169,233800
Opportunity for Clark1832,450,861,193725
Opportunity for Long1689,50,829,33160
Opportunity for Bryan151,1400,213,266250
Opportunity for Neal351,1600,611,855400
Opportunity for Thornton54,1000,1474,1252900
Opportunity for Figueroa1695,550,527,263500
Opportunity for Carroll1681,550,1442,721000
Opportunity for Luna1104,50,423,16920
Opportunity for Bell928,1000,1698,1443300
Opportunity for King1413,800,1222,733200
Opportunity for May1176,550,943,471500
Opportunity for Greer1,550,1381,690500
Opportunity for Lamb1467,1400,728,910000
Opportunity for Erickson659,800,1488,892800
Opportunity for Beck976,1200,1771,1948100
Opportunity for Lloyd1812,1400,1958,2447500
Opportunity for Watkins579,1200,1296,1425600
Opportunity for Neal351,550,55,27500
Opportunity for Estrada957,1400,370,462500
Opportunity for Bass1237,1600,1879,2630600
Opportunity for Bell690,800,934,560400
Opportunity for Gonzalez528,650,455,227500
Opportunity for Brady1141,100,123,11070
Opportunity for Reeves721,40,1064,37240
Opportunity for Myers1105,1600,494,691600
Opportunity for Taylor1674,450,348,78300
Opportunity for Bradley286,600,1175,470000
Opportunity for Gomez1357,1400,1794,2242500
Opportunity for Gross993,50,1425,57000
Opportunity for Tyler316,1400,1207,1508750
Opportunity for Blair652,500,1742,871000
Opportunity for Pierce304,1000,712,605200
Opportunity for Swanson1717,300,278,55600
Opportunity for Curry1456,600,344,137600
Opportunity for Lane1202,40,471,16485
Opportunity for Alvarado1597,450,681,153225
Opportunity for Graves848,450,704,158400
Opportunity for Schwartz533,1400,370,462500
Opportunity for Gordon208,60,131,6550
Opportunity for Gross818,600,254,101600
Opportunity for Simon1477,150,1664,199680
Opportunity for Cobb538,800,853,511800
Opportunity for Hopkins701,50,1405,56200
Opportunity for Bates1547,500,225,112500
Opportunity for Nguyen442,550,1123,561500
Opportunity for Wallace78,800,953,571800
Opportunity for Garner740,600,389,155600
Opportunity for Powell1643,60,891,44550
Opportunity for Collins1668,150,379,45480
Opportunity for Moreno1923,550,618,309000
Opportunity for Phillips797,300,390,78000
Opportunity for Hudson1709,550,999,499500
Opportunity for Barker1602,800,1585,951000
Opportunity for Guerrero1619,550,1816,908000
Opportunity for Miles1826,1600,1688,2363200
Opportunity for Page1169,50,785,31400
Opportunity for Vaughn1698,50,1423,56920
Opportunity for Gross21,500,895,447500
Opportunity for Rowe90,1600,1674,2343600
Opportunity for Bowen1968,150,482,57840
Opportunity for Foster674,450,787,177075
Opportunity for Duncan873,650,1430,715000
Opportunity for Chandler1451,150,1263,151560
Opportunity for Stokes949,800,1177,706200
Opportunity for Watson580,2000,898,1436800
Opportunity for McCoy609,50,749,29960
Opportunity for Smith1744,50,569,22760
Opportunity for Caldwell280,650,1528,764000
Opportunity for Olson1590,150,601,72120
Opportunity for Santiago1344,2000,1947,3115200
Opportunity for Mathis783,1200,1606,1766600
Opportunity for Vasquez1131,1200,862,948200
Opportunity for Gill1476,150,1137,136440
Opportunity for McCormick23,100,424,38160
Opportunity for Rowe90,550,802,401000
Opportunity for Olson1319,650,772,386000
Opportunity for Nash605,800,121,72600
Opportunity for Hughes845,550,990,495000
Opportunity for Ramsey1673,650,1609,804500
Opportunity for Keller1100,450,510,114750
Opportunity for Mills240,150,1247,149640
Opportunity for Collins378,450,1946,437850
Opportunity for Copeland226,500,1823,911500
Opportunity for Simon40,100,1990,179100
Opportunity for Cooper408,300,1896,379200
Opportunity for Poole970,550,1569,784500
Opportunity for Massey1797,450,1102,247950
Opportunity for Martin324,800,1656,993600
Opportunity for Murphy267,1600,1533,2146200
Opportunity for Rice1981,650,512,256000
Opportunity for Armstrong600,1400,292,365000
Opportunity for Vasquez1005,300,1347,269400
Opportunity for Gross1521,1600,2000,2800000
Opportunity for Jackson1090,1200,1779,1956900
Opportunity for Oliver243,550,1477,738500
Opportunity for Flowers1539,1400,803,1003750
Opportunity for Black67,1000,214,181900
Opportunity for Cole1249,40,1454,50890
Opportunity for Collins1668,50,1146,45840
Opportunity for Wilkerson900,50,558,22320
Opportunity for Brewer602,100,1730,155700
Opportunity for Hampton886,800,389,233400
Opportunity for Dennis806,50,864,34560
Opportunity for Leonard425,50,1379,55160
Opportunity for Marsh808,300,1467,293400
Opportunity for Gordon370,450,201,45225
Opportunity for Cole1922,2000,1941,3105600
Opportunity for Cortez1855,40,61,2135
Opportunity for Rogers1242,500,1205,602500
Opportunity for Hughes978,800,1113,667800
Opportunity for Leonard357,450,1491,335475
Opportunity for Gray1074,650,294,147000
Opportunity for Vargas1984,60,1633,81650
Opportunity for Butler235,1400,796,995000
Opportunity for Powers1638,2000,590,944000
Opportunity for Stewart887,1600,1023,1432200
Opportunity for McBride116,150,1022,122640
Opportunity for Bennett786,150,1387,166440
Opportunity for Taylor1674,300,346,69200
Opportunity for Erickson1716,1600,457,639800
Opportunity for Bridges1377,40,1882,65870
Opportunity for Tate1018,1200,118,129800
Opportunity for Newton773,50,1007,40280
Opportunity for Franklin3,500,1888,944000
Opportunity for Garner1190,600,183,73200
Opportunity for Lamb1467,150,533,63960
Opportunity for Taylor1528,600,1457,582800
Opportunity for Tate537,550,1391,695500
Opportunity for Medina1876,2000,1446,2313600
Opportunity for Higgins293,2000,1677,2683200
Opportunity for Martin324,1000,646,549100
Opportunity for Brock1144,650,1817,908500
Opportunity for Vega1434,600,763,305200
Opportunity for Quinn1529,1600,411,575400
Opportunity for Schwartz75,300,242,48400
Opportunity for McKenzie1652,1400,1633,2041250
Opportunity for Luna1760,800,149,89400
Opportunity for Brown1230,50,1231,49240
Opportunity for Lucas1989,100,169,15210
Opportunity for Harrington1580,600,334,133600
Opportunity for Hall1246,1000,1103,937550
Opportunity for Bowen664,800,216,129600
Opportunity for Gregory1056,450,737,165825
Opportunity for Wade1560,1600,617,863800
Opportunity for Morales1749,1000,244,207400
Opportunity for Henry1665,50,1244,49760
Opportunity for Harmon1603,300,168,33600
Opportunity for Ford623,50,1986,79440
Opportunity for Boyd1883,1000,479,407150
Opportunity for Francis202,1000,725,616250
Opportunity for Tyler137,60,398,19900
Opportunity for Gonzales549,1600,580,812000
Opportunity for Brown261,2000,1155,1848000
Opportunity for Robertson1367,40,1967,68845
Opportunity for Hayes1197,1600,1138,1593200
Opportunity for Cooper256,1400,787,983750
Opportunity for Higgins835,1200,1515,1666500
Opportunity for Andrews1792,60,1825,91250
Opportunity for Nunez37,1600,416,582400
Opportunity for Wilkins391,1200,1294,1423400
Opportunity for Gibson571,550,1575,787500
Opportunity for Glover71,1200,221,243100
Opportunity for Beck451,50,1811,72440
Opportunity for Quinn1941,1600,131,183400
Opportunity for Carr1355,100,457,41130
Opportunity for Lee231,2000,1583,2532800
Opportunity for Martin1417,60,1232,61600
Opportunity for Lawson1239,550,623,311500
Opportunity for Hunt578,550,1729,864500
Opportunity for Nelson1799,150,1344,161280
Opportunity for Barber186,1000,1605,1364250
Opportunity for Peters521,1600,1680,2352000
Opportunity for Reed39,1600,1743,2440200
Opportunity for Hall1835,550,1022,511000
Opportunity for Burns879,1600,1043,1460200
Opportunity for Burns879,1000,456,387600
Opportunity for Edwards1901,150,159,19080
Opportunity for Carter816,50,368,14720
Opportunity for Padilla1409,650,357,178500
Opportunity for Cook1618,2000,346,553600
Opportunity for Rice1981,150,1902,228240
Opportunity for Silva1762,500,1725,862500
Opportunity for Barnett1692,50,1130,45200
Opportunity for Montgomery1103,150,429,51480
Opportunity for Medina832,150,1233,147960
Opportunity for Sutton64,40,1520,53200
Opportunity for Newton1254,550,711,355500
Opportunity for Conner20,550,1355,677500
Opportunity for Pearson288,150,337,40440
Opportunity for Blake495,650,348,174000
Opportunity for Baker1304,550,228,114000
Opportunity for Dennis260,300,759,151800
Opportunity for Cunningham175,550,558,279000
Opportunity for Maldonado1393,60,889,44450
Opportunity for Woods909,2000,934,1494400
Opportunity for Bridges1787,1000,574,487900
Opportunity for Parker1715,450,1842,414450
Opportunity for Burton539,1600,692,968800
Opportunity for Campbell329,450,326,73350
Opportunity for Grant1452,100,93,8370
Opportunity for Alexander954,50,1844,73760
Opportunity for Bryant359,800,1604,962400
Opportunity for Jacobs1464,2000,1653,2644800
Opportunity for Sherman525,1600,524,733600
Opportunity for Parker1034,600,1502,600800
Opportunity for Figueroa377,2000,1401,2241600
Opportunity for Mendoza161,300,1816,363200
Opportunity for Patton185,1600,702,982800
Opportunity for Bates1547,800,879,527400
Opportunity for Wilkerson900,1200,1601,1761100
Opportunity for Lloyd1812,1600,844,1181600
Opportunity for Cobb427,150,217,26040
Opportunity for Russell996,150,230,27600
Opportunity for Cobb538,450,966,217350
Opportunity for Todd1490,550,1668,834000
Opportunity for Malone1334,450,1860,418500
Opportunity for Hart1497,60,1648,82400
Opportunity for Larson1945,1600,1007,1409800
Opportunity for Sharp1833,1600,1707,2389800
Opportunity for Day327,1400,120,150000
Opportunity for Wallace78,300,55,11000
Opportunity for Ramirez563,600,388,155200
Opportunity for Guzman1265,1400,659,823750
Opportunity for Mullins1559,100,1931,173790
Opportunity for Harmon223,2000,263,420800
Opportunity for Larson1694,300,424,84800
Opportunity for Rodgers1173,40,1498,52430
Opportunity for Powell1505,1400,1791,2238750
Opportunity for Scott629,500,1982,991000
Opportunity for Burton1624,150,1150,138000
Opportunity for Carpenter1221,1400,1267,1583750
Opportunity for Crawford995,1600,1028,1439200
Opportunity for Padilla247,500,637,318500
Opportunity for Woods909,450,1918,431550
Opportunity for Crawford1842,1200,1701,1871100
Opportunity for Waters666,150,119,14280
Opportunity for Fox1817,800,638,382800
Opportunity for White1403,650,1799,899500
Opportunity for Todd1121,50,1887,75480
Opportunity for Stanley989,1400,1869,2336250
Opportunity for Rowe90,1000,1487,1263950
Opportunity for Carr1355,550,1438,719000
Opportunity for Waters1946,1000,20,17000
Opportunity for Spencer1690,2000,1674,2678400
Opportunity for Bryant952,1400,710,887500
Opportunity for Stokes949,1000,351,298350
Opportunity for Byrd1219,50,251,10040
Opportunity for Foster674,60,1734,86700
Opportunity for Parker1715,300,1400,280000
Opportunity for Weber24,550,71,35500
Opportunity for Holmes1012,100,1457,131130
Opportunity for Marshall224,1400,653,816250
Opportunity for Mack883,800,780,468000
Opportunity for Manning1828,1400,1504,1880000
Opportunity for Newman1387,1200,1728,1900800
Opportunity for Huff1886,1200,1153,1268300
Opportunity for Fields1423,450,1631,366975
Opportunity for Wade966,650,89,44500
Opportunity for Foster1871,2000,1018,1628800
Opportunity for Garner1190,1400,1606,2007500
Opportunity for Anderson1059,650,1219,609500
Opportunity for Knight1172,1400,1691,2113750
Opportunity for Grant1848,450,1090,245250
Opportunity for Kelley1593,600,1414,565600
Opportunity for Owens189,1200,1580,1738000
Opportunity for Hamilton758,500,504,252000
Opportunity for Richardson569,150,497,59640
Opportunity for Fleming1809,800,1927,1156200
Opportunity for Ramos435,1600,1945,2723000
Opportunity for Butler33,40,997,34895
Opportunity for Barton1764,150,381,45720
Opportunity for Jones110,1600,850,1190000
Opportunity for Harrison476,1400,1697,2121250
Opportunity for Santos1154,100,863,77670
Opportunity for Carr509,1000,255,216750
Opportunity for Martin324,1200,1867,2053700
Opportunity for Soto1087,500,527,263500
Opportunity for Waters1188,300,87,17400
Opportunity for Freeman717,150,931,111720
Opportunity for Fox834,1000,1807,1535950
Opportunity for Hernandez874,1400,557,696250
Opportunity for Hicks1487,50,270,10800
Opportunity for Thomas1024,1000,622,528700
Opportunity for Watson1794,100,1715,154350
Opportunity for Chandler755,150,1688,202560
Opportunity for Holmes1012,100,1049,94410
Opportunity for Hopkins1592,500,1442,721000
Opportunity for Frazier1159,650,595,297500
Opportunity for Pierce1329,550,144,72000
Opportunity for McLaughlin1979,50,1402,56080
Opportunity for Pope310,50,1282,51280
Opportunity for Garrett390,50,559,22360
Opportunity for Matthews439,550,297,148500
Opportunity for Marsh379,60,582,29100
Opportunity for Osborne1612,1000,10,8500
Opportunity for Montgomery1103,2000,230,368000
Opportunity for Mullins1934,150,1499,179880
Opportunity for Walton1466,150,323,38760
Opportunity for Hopkins1592,50,1147,45880
Opportunity for Dennis432,650,498,249000
Opportunity for Mullins1934,550,812,406000
Opportunity for Vaughn1698,800,1769,1061400
Opportunity for Daniel1935,2000,430,688000
Opportunity for Hunt982,50,1537,61480
Opportunity for Chandler1913,150,473,56760
Opportunity for Powell1643,800,831,498600
Opportunity for Bryan1796,50,1849,73960
Opportunity for Horton207,50,1921,76840
Opportunity for Ferguson1856,100,1982,178380
Opportunity for Simpson1868,650,1295,647500
Opportunity for Jefferson1155,100,1566,140940
Opportunity for Rios369,450,501,112725
Opportunity for Ramsey1673,1600,1181,1653400
Opportunity for Baldwin1297,1400,511,638750
Opportunity for Hoffman1096,1000,62,52700
Opportunity for Cooper397,600,1217,486800
Opportunity for Stokes949,800,327,196200
Opportunity for Bowers761,300,1421,284200
Opportunity for Wilkerson1956,100,1643,147870
Opportunity for Johnson854,800,1608,964800
Opportunity for Carr1904,800,270,162000
Opportunity for White1730,50,923,36920
Opportunity for Ingram699,1600,688,963200
Opportunity for Hill1448,150,1798,215760
Opportunity for Cohen1199,150,448,53760
Opportunity for Graham30,2000,1458,2332800
Opportunity for Stevenson670,50,120,4800
Opportunity for Collins1668,2000,1785,2856000
Opportunity for Curry1456,650,709,354500
Opportunity for Pratt918,50,1526,61040
Opportunity for Morton559,300,958,191600
Opportunity for Wagner150,150,918,110160
Opportunity for Perkins1263,1000,995,845750
Opportunity for Harrison541,2000,1195,1912000
Opportunity for Copeland1540,150,670,80400
Opportunity for Gordon173,550,1334,667000
Opportunity for Marshall224,150,528,63360
Opportunity for Hardy1238,450,341,76725
Opportunity for Rios1609,150,256,30720
Opportunity for Morgan713,1400,982,1227500
Opportunity for Farmer712,1400,1707,2133750
Opportunity for Hammond475,450,58,13050
Opportunity for Valdez1014,550,987,493500
Opportunity for Jordan1627,1400,1257,1571250
Opportunity for Love1426,1600,787,1101800
Opportunity for Johnson217,150,1724,206880
Opportunity for Wolfe84,60,95,4750
Opportunity for Stevenson670,50,306,12240
Opportunity for Vasquez1131,60,1448,72400
Opportunity for Ford168,500,517,258500
Opportunity for Figueroa890,550,1122,561000
Opportunity for Gray461,550,877,438500
Opportunity for Barber186,150,600,72000
Opportunity for Dawson1421,450,84,18900
Opportunity for Simmons1250,450,562,126450
Opportunity for Moran1395,550,469,234500
Opportunity for Saunders647,1200,914,1005400
Opportunity for Carpenter467,2000,1445,2312000
Opportunity for Ingram622,300,879,175800
Opportunity for Campbell1622,1400,1203,1503750
Opportunity for Bryan1796,1600,1741,2437400
Opportunity for Conner5,50,810,32400
Opportunity for Schultz1008,1600,670,938000
Opportunity for Rios1565,1200,1737,1910700
Opportunity for Brady754,2000,945,1512000
Opportunity for Morgan93,2000,697,1115200
Opportunity for Henry479,1600,1119,1566600
Opportunity for Campbell1166,1600,683,956200
Opportunity for Mack1043,300,1861,372200
Opportunity for Rodriquez1186,650,163,81500
Opportunity for Webb56,1200,1798,1977800
Opportunity for Howell1150,800,1731,1038600
Opportunity for Hardy1606,1200,1799,1978900
Opportunity for Moss1820,800,607,364200
Opportunity for Hanson507,1000,263,223550
Opportunity for Mack1043,1400,10,12500
Opportunity for Copeland46,1000,50,42500
Opportunity for Manning2,100,1953,175770
Opportunity for Bass1226,60,951,47550
Opportunity for Townsend1256,1200,541,595100
Opportunity for Wagner150,800,1055,633000
Opportunity for Gibson571,1400,609,761250
Opportunity for Andrews855,100,1338,120420
Opportunity for Haynes738,1000,1039,883150
Opportunity for Sparks1346,100,1742,156780
Opportunity for Chambers1299,800,1446,867600
Opportunity for Freeman717,650,859,429500
Opportunity for Mullins1568,550,335,167500
Opportunity for Figueroa1077,500,23,11500
Opportunity for Lewis1788,650,1141,570500
Opportunity for Cooper1752,800,1515,909000
Opportunity for Luna1104,550,302,151000
Opportunity for Hardy1507,100,864,77760
Opportunity for Cole1922,100,901,81090
Opportunity for Guzman685,550,877,438500
Opportunity for Sutton837,50,1870,74800
Opportunity for McCoy136,2000,756,1209600
Opportunity for Chavez1656,50,76,3040
Opportunity for Black67,550,974,487000
Opportunity for Owens1067,100,1969,177210
Opportunity for Walton187,100,307,27630
Opportunity for Keller612,300,783,156600
Opportunity for Webb1703,40,1398,48930
Opportunity for Adams1335,550,881,440500
Opportunity for Lloyd1812,1600,1020,1428000
Opportunity for Abbott636,450,482,108450
Opportunity for Fitzgerald1029,1600,438,613200
Opportunity for Clark788,300,1940,388000
Opportunity for Silva728,150,1080,129600
Opportunity for Thomas1257,800,779,467400
Opportunity for Evans115,1600,616,862400
Opportunity for Rios1605,50,1133,45320
Opportunity for Reyes1366,100,209,18810
Opportunity for Frazier1159,550,908,454000
Opportunity for Ford168,1200,978,1075800
Opportunity for Moss1713,1600,632,884800
Opportunity for Tate775,100,424,38160
Opportunity for Fisher44,150,423,50760
Opportunity for Figueroa1695,150,1587,190440
Opportunity for Hunter877,60,360,18000
Opportunity for Gibson945,50,1814,72560
Opportunity for Andrews739,50,797,31880
Opportunity for Porter867,550,303,151500
Opportunity for Collier1376,50,784,31360
Opportunity for Parker53,300,241,48200
Opportunity for Thomas279,100,1476,132840
Opportunity for Sanchez828,60,1995,99750
Opportunity for Blair652,60,741,37050
Opportunity for Mathis1864,60,1313,65650
Opportunity for Becker94,550,151,75500
Opportunity for Craig1206,300,1828,365600
Opportunity for Robinson1085,300,794,158800
Opportunity for Ingram1196,300,1201,240200
Opportunity for Glover71,1600,141,197400
Opportunity for Allen1162,1600,642,898800
Opportunity for Craig1516,450,1006,226350
Opportunity for Quinn715,800,1317,790200
Opportunity for Steele421,1200,1836,2019600
Opportunity for Bates1455,1000,136,115600
Opportunity for Norman1589,1000,550,467500
Opportunity for Graham101,150,1458,174960
Opportunity for Reynolds188,300,668,133600
Opportunity for Hughes1780,1400,1681,2101250
Opportunity for Chandler1613,1400,880,1100000
Opportunity for Cooper1752,650,1234,617000
Opportunity for Black67,1200,66,72600
Opportunity for Swanson353,650,1848,924000
Opportunity for Collins1057,150,1671,200520
Opportunity for Newman266,650,1676,838000
Opportunity for Vega823,500,19,9500
Opportunity for Hammond475,1400,1253,1566250
Opportunity for Fox239,2000,728,1164800
Opportunity for Olson321,1400,1330,1662500
Opportunity for Turner1591,50,759,30360
Opportunity for Stevens214,100,559,50310
Opportunity for Wise361,60,993,49650
Opportunity for Rios1769,150,1415,169800
Opportunity for Cohen1199,150,1067,128040
Opportunity for Bryan1264,1200,777,854700
Opportunity for Wilkerson493,550,305,152500
Opportunity for Glover1332,60,971,48550
Opportunity for Tyler137,1600,1541,2157400
Opportunity for Hines1550,50,1834,73360
Opportunity for Jimenez15,1400,789,986250
Opportunity for Wolfe1006,1400,788,985000
Opportunity for George802,500,53,26500
Opportunity for Hubbard735,550,247,123500
Opportunity for Newman536,650,451,225500
Opportunity for Hopkins180,1600,1198,1677200
Opportunity for Thornton637,550,238,119000
Opportunity for Tyler1115,150,950,114000
Opportunity for Neal1804,550,1809,904500
Opportunity for Haynes1502,450,848,190800
Opportunity for Wolfe84,550,515,257500
Opportunity for Tate537,300,391,78200
Opportunity for Andrews1792,1600,313,438200
Opportunity for Murray1916,150,991,118920
Opportunity for Lane1317,1400,1430,1787500
Opportunity for Baldwin443,150,1951,234120
Opportunity for Blair183,550,1813,906500
Opportunity for West206,1200,11,12100
Opportunity for Henderson565,40,814,28490
Opportunity for Greene1011,60,674,33700
Opportunity for Stone749,1600,701,981400
Opportunity for Mendoza431,1600,1902,2662800
Opportunity for Garner1789,600,797,318800
Opportunity for Goodman815,450,1438,323550
Opportunity for Jennings1368,150,428,51360
Opportunity for Barrett645,450,1306,293850
Opportunity for Ferguson1365,1000,454,385900
Opportunity for Wilkins1535,550,955,477500
Opportunity for Neal1804,100,802,72180
Opportunity for Terry269,550,1692,846000
Opportunity for Hughes868,1200,168,184800
Opportunity for Jenkins1687,1400,1256,1570000
Opportunity for Mills1099,550,509,254500
Opportunity for Bush1388,550,1129,564500
Opportunity for Thornton637,1000,71,60350
Opportunity for Patton847,1200,1781,1959100
Opportunity for Little678,1600,1465,2051000
Opportunity for Wells1241,1200,49,53900
Opportunity for Watkins842,300,83,16600
Opportunity for Burke305,2000,953,1524800
Opportunity for Christensen166,150,1082,129840
Opportunity for Massey1797,1000,870,739500
Opportunity for Washington827,550,1413,706500
Opportunity for Greer333,300,1461,292200
Opportunity for Patton185,60,1054,52700
Opportunity for Adams42,2000,520,832000
Opportunity for Bowers761,1200,919,1010900
Opportunity for Copeland46,100,1042,93780
Opportunity for Neal585,150,31,3720
Opportunity for Hawkins1785,100,1999,179910
Opportunity for Owen1518,2000,764,1222400
Opportunity for Hale974,800,516,309600
Opportunity for Boyd1179,50,687,27480
Opportunity for Pope1380,100,586,52740
Opportunity for Meyer1740,1400,623,778750
Opportunity for Hamilton810,50,1593,63720
Opportunity for Cooper60,300,69,13800
Opportunity for Ortega1253,50,1262,50480
Opportunity for Daniel875,450,1552,349200
Opportunity for Bryant1748,40,295,10325
Opportunity for Gibbs1339,2000,828,1324800
Opportunity for Stone1959,1400,629,786250
Opportunity for Gill1044,550,241,120500
Opportunity for Beck976,800,1634,980400
Opportunity for Martin324,60,1825,91250
Opportunity for Santiago1026,550,524,262000
Opportunity for Walton187,500,288,144000
Opportunity for Bowen646,1200,1051,1156100
Opportunity for Hines228,600,871,348400
Opportunity for Robbins1930,450,1469,330525
Opportunity for Patrick1262,1000,720,612000
Opportunity for Davidson402,100,1369,123210
Opportunity for Morris829,2000,1478,2364800
Opportunity for Gray95,150,1287,154440
Opportunity for Smith309,550,1491,745500
Opportunity for Smith1859,550,627,313500
Opportunity for Graves848,100,146,13140
Opportunity for Hunt362,1400,203,253750
Opportunity for Newton1254,100,1620,145800
Opportunity for Carr1904,300,244,48800
Opportunity for Davidson1348,1600,505,707000
Opportunity for Dennis956,1400,1062,1327500
Opportunity for Delgado723,1400,842,1052500
Opportunity for Benson1702,550,1661,830500
Opportunity for Tate537,1000,547,464950
Opportunity for Carter1209,100,1723,155070
Opportunity for Barton1670,1400,142,177500
Opportunity for Watkins1701,800,337,202200
Opportunity for Mullins1371,2000,1150,1840000
Opportunity for Fields1927,60,1897,94850
Opportunity for Adkins111,1200,1275,1402500
Opportunity for Willis238,1200,1177,1294700
Opportunity for Wagner150,1200,1159,1274900
Opportunity for Wade1560,1400,433,541250
Opportunity for Dennis1773,550,940,470000
Opportunity for Weber24,800,1749,1049400
Opportunity for Estrada621,550,751,375500
Opportunity for Abbott52,1600,1044,1461600
Opportunity for Franklin519,150,1174,140880
Opportunity for Rodgers1051,50,902,36080
Opportunity for Green1491,1600,1043,1460200
Opportunity for Moreno1923,50,184,7360
Opportunity for Lane70,300,98,19600
Opportunity for Jackson959,2000,824,1318400
Opportunity for Parsons66,60,228,11400
Opportunity for Wise1501,550,922,461000
Opportunity for Newton1254,100,1920,172800
Opportunity for Hines219,800,1955,1173000
Opportunity for James1236,1600,881,1233400
Opportunity for Nguyen1510,550,93,46500
Opportunity for Tucker470,1600,1515,2121000
Opportunity for Clark413,1600,69,96600
Opportunity for Washington163,1000,1429,1214650
Opportunity for Robinson1951,1600,725,1015000
Opportunity for Roy1801,1600,1524,2133600
Opportunity for Tyler316,450,1433,322425
Opportunity for Davidson1348,100,567,51030
Opportunity for Lee1827,50,394,15760
Opportunity for McBride1915,300,1496,299200
Opportunity for Watson580,50,1757,70280
Opportunity for Davidson880,2000,1259,2014400
Opportunity for Richardson241,150,766,91920
Opportunity for Saunders647,500,245,122500
Opportunity for White1982,1600,1506,2108400
Opportunity for McGuire1441,1600,1479,2070600
Opportunity for Pittman263,1000,1756,1492600
Opportunity for Flores1679,1600,875,1225000
Opportunity for Williamson906,1600,791,1107400
Opportunity for Diaz488,650,712,356000
Opportunity for Tyler137,150,633,75960
Opportunity for Foster1896,1600,143,200200
Opportunity for Porter991,1400,971,1213750
Opportunity for Shaw336,50,1838,73520
Opportunity for Wood1474,300,1868,373600
Opportunity for Bush1960,1200,1400,1540000
Opportunity for Ruiz1499,550,1796,898000
Opportunity for Maxwell1704,450,277,62325
Opportunity for Ellis1978,2000,1696,2713600
Opportunity for Peters1631,60,464,23200
Opportunity for Cunningham1976,60,1406,70300
Opportunity for Hudson1686,1200,1906,2096600
Opportunity for Sparks1346,550,833,416500
Opportunity for Cain204,100,956,86040
Opportunity for McCoy609,100,1144,102960
Opportunity for Ruiz474,300,633,126600
Opportunity for Rodriguez1349,50,215,8600
Opportunity for Nash1178,1000,854,725900
Opportunity for Caldwell280,1200,393,432300
Opportunity for Horton471,2000,1942,3107200
Opportunity for James1768,1400,1109,1386250
Opportunity for Valdez1014,300,288,57600
Opportunity for Vasquez1191,100,1407,126630
Opportunity for Phillips1742,550,1691,845500
